,index,time,rpm,temp,power,cum_rpm,cum_temp,cum_power,RpmSpec,PowerSpec,DiameterSpec,ThicknessSpec,QSpec,PSpec,LifeSpec,cumurated_life_impact_factor,death,index,remaining_life,index,remaining_life_pred,index,defference_rate
12,18198,26000.0,4249.009978829258,23.77722077245751,38.94468929424774,119055.11003981034,629.6526147057455,1001.3003884751228,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3065800000368021,0.0,18198,30832.571367422337,12,31167.248,12,-0.010854647037524803
13,12578,16000.0,11564.68610336001,20.961898041478904,10.33805853302771,216123.63730486287,393.0734965176521,190.14661417235143,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.4532657566397043,0.0,12578,60821.46839153543,13,52877.45,13,0.13061209113936828
14,5460,9000.0,17337.107029906707,27.327251471517854,13.86651024905083,143588.86453959363,232.5949222238575,117.19682250479256,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.5385158125323829,0.0,5460,74118.2583352895,14,69924.48,14,0.05658230329452764
15,2754,68000.0,11743.687791004644,28.46102379200682,14.0044136057681,996628.682420965,1727.228413820852,882.2324198399972,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3141032915807515,0.0,2754,8750.35802207033,15,5153.0356,15,0.41110573629854236
16,16517,4000.0,5611.1094410944,29.93457870395893,48.3603724036326,20495.987524432745,108.4135913368792,171.93236155333426,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.4729011255788195,0.0,16517,58726.17073702746,16,50778.75,16,0.13533013709706307
17,8493,39000.0,11685.219809012808,22.37682772783672,11.413101253194489,540496.7308098198,995.2847385926592,482.1299912958595,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3552757615861114,0.0,8493,35700.21937051526,17,35011.91,17,0.019280251673571887
18,10669,3000.0,11303.33969785646,20.598709022874164,9.6517663311113,34338.35340785889,61.492730510879866,30.15713049024041,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.999676045007188,0.0,10669,70149.90419661016,18,65385.504,18,0.06791741692200905
19,12175,8000.0,13178.284055486232,24.414010312916684,12.128626797685166,106319.7922183356,190.542951135506,94.4937283663936,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.5740235473270178,0.0,12175,65896.34493880275,19,64313.098,19,0.024026329290692774
20,10240,48000.0,13092.472084786848,25.508228971894415,12.958114677508217,627653.3090672618,1172.0480923284142,566.169635283421,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.342110509788367,0.0,10240,29184.37251706416,20,27954.791,20,0.04213150379437559
21,6932,59000.0,9375.04696916134,20.59371592999124,10.53748886611102,863682.2188223862,1453.0232290473866,739.8327704688759,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3264528890380071,0.0,6932,13717.94852031344,21,12539.015,21,0.08594097507584199
22,1378,35000.0,14731.934445109702,23.156543300503195,12.332506210554737,533473.8283059935,854.614485214226,434.11721595790544,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3695736380963155,0.0,1378,47209.005788216615,22,43709.2,22,0.07413429939971682
23,14911,58000.0,8469.571892265101,20.556624169800777,9.87440079890254,761365.0528432485,1451.830180046455,705.0334636542729,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3258041003114372,0.0,14911,13073.282569785775,23,10398.519,23,0.20459773594124228
24,10672,6000.0,14971.973362435736,26.145413296063467,12.4289216397622,80862.96246267541,144.17119028427152,70.61478569706891,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.6435423430933029,0.0,10672,75040.07174126258,24,64907.152,24,0.13503344496325626
25,5376,4000.0,15507.06208380254,25.313633969478413,12.50484638765924,66321.36869540217,106.94279419248632,52.2608689109818,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.7482221792944432,0.0,5376,75331.49133615551,25,69988.57,25,0.07092546462160855
26,16058,19000.0,5245.024800593154,27.61815381581136,42.42228671621282,93531.4612812577,490.1824488208104,782.3218415401905,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3227613547928301,0.0,16058,39866.20846777339,26,34282.94,26,0.14005011452334948
27,3856,64000.0,9447.86768284096,21.72147122792045,11.499397657108473,936152.30795428,1594.1848080879272,807.2055750273078,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3201178481609134,0.0,3856,8180.196869067644,27,6659.211,27,0.18593512551257238
28,22860,27000.0,3820.674459578757,20.14243580145665,30.982512702344195,130081.58878302532,685.7179209219305,1078.6304231508043,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3019405493619627,0.0,22860,27570.92266615783,28,29010.031,28,-0.05219660586871174
29,1380,37000.0,17552.79509529676,28.14392288813174,14.50184311607532,567096.8405667107,909.2670317026468,461.64039459386015,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3641439625252315,0.0,1380,44643.338942761344,29,44169.438,29,0.010615277754402465
30,8961,33000.0,14686.04828820144,27.12659516615169,13.792707525676326,438923.2585924869,804.0157079750338,388.4308313626951,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3740577582460172,0.0,8961,44533.27975209948,30,42546.77,30,0.04460731910848823
31,1878,61000.0,8636.333038038198,20.305375881586546,10.867482811699505,888401.6492253636,1496.528157281611,760.6765256179822,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3244667148402275,0.0,1878,4777.094035446033,31,8961.093,31,-0.8758460074150103
32,258,21000.0,17329.34266384202,28.46118496831649,13.97589226542812,323522.7934103816,515.8056082679824,262.2961058023696,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.4208177779073405,0.0,258,15432.7729339929,32,57614.414,32,-2.733250939991217
33,18750,25000.0,5272.098755411573,29.516368395049856,48.20860230443721,124824.70698317607,661.6916811946422,1046.6125424048494,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3037398271144413,0.0,18750,37401.18651520359,33,32604.172,33,0.12825835453785944
34,8593,60000.0,10262.569307602274,23.990121675244467,11.345122293808227,782419.240810098,1501.7532435058022,729.0217402729405,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3233505012560778,0.0,8593,11739.688837421128,34,11561.5625,34,0.015173003295737923
35,9561,1000.0,14934.084196808126,27.649417769175077,12.847791676378108,14934.084196808126,27.649417769175077,12.847791676378108,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,2.157845636694208,0.0,9561,35705.685330607426,35,74353.32,35,-1.0823944317003003
36,9384,61000.0,8889.506287012533,22.65908581735925,10.810550021749467,772303.6541495455,1495.290228049206,724.9325014950703,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3235063929799632,0.0,9384,9226.989019841303,36,8624.964,36,0.06524611131098512
37,22361,2000.0,4053.975008230407,20.324215372367608,32.75254067364137,9633.923957643068,48.9868088323598,78.8909599517526,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.6268787624814051,0.0,22361,27272.01257134541,37,54296.316,37,-0.9909171083068109
38,9099,13000.0,13825.243655318727,24.26651321107708,11.472263133235442,159444.87047829127,292.23312199657414,141.5628415129135,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.4961859591660227,0.0,9099,67114.29582826475,38,60820.594,38,0.09377587890319776
39,8225,8000.0,14100.969789655894,26.4714065319622,13.300776005285163,103738.06815093,189.5868441509109,92.41741388279992,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.5761719711149265,0.0,8225,67675.02234302789,39,65002.22,39,0.03949468356996039
40,18259,8000.0,5484.371121469054,27.361322099540992,44.12432961644851,38747.18619077541,199.8610033488713,314.6776446662299,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3992854596051114,0.0,18259,51321.34804823427,40,49575.36,40,0.03402070950266752
41,714,3000.0,16594.227485244,25.99727036590329,13.221859907777269,46583.53757488736,73.11320202717904,37.13309035309653,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.9093879765541713,0.0,714,81459.03464115232,41,72599.484,41,0.1087608060319016
42,1208,23000.0,14540.640594769804,22.49595791604547,12.023127329270505,368409.3623980768,586.6252875318612,296.0385534544656,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.4070760028005461,0.0,1208,53976.5600852917,42,51555.074,42,0.04486180413711727
43,9989,34000.0,12189.50476149614,22.926186457798465,10.88145536072692,463755.8913770704,852.1069048095716,415.1478683709253,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3682492306684354,0.0,9989,43284.95726409141,43,40931.336,43,0.0543750410155526
44,6843,49000.0,11023.52048593209,20.89750555823065,10.760148365632856,759221.6575497023,1241.2695595802068,630.4943050994856,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3385970526063817,0.0,6843,25073.034747037964,44,23695.195,44,0.05495303813196114
45,18096,3000.0,5637.781114560353,28.261343679314614,43.342964430029454,14566.459624772431,75.46190774564946,118.70432707261972,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.5346114607340717,0.0,18096,60356.4135378113,45,55109.117,45,0.08693850483717097
46,14881,28000.0,13704.009530219211,24.770472477422786,11.834942332646412,383044.1891349179,701.7144017229087,340.6439250299448,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3865725420783532,0.0,14881,47827.9700062903,46,45234.14,46,0.054232479048330104
47,4057,28000.0,17798.793754626593,27.48711154648506,13.303773739279697,437536.1272191296,702.5692950272693,357.2101688120921,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3877312496168177,0.0,4057,51862.9824253579,47,52976.707,47,-0.021474364832276906
48,15978,18000.0,4652.222484570059,26.15472513820494,39.22669236864012,89990.50013510986,478.98440582508726,763.2456767881378,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3240558944931253,0.0,15978,12060.537616122976,48,32049.164,48,-1.6573578295262297
49,6987,35000.0,13253.362081677811,22.375695933378644,11.33749135315234,535328.811922663,853.7473408402482,431.2284236760856,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3701336995067826,0.0,6987,42693.51608075865,49,42296.29,49,0.009304153293611608
50,19935,25000.0,3713.4208640005054,20.281465651179374,32.21660327353624,120556.26344430917,635.4532778778652,998.22740982726,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3065868756375337,0.0,19935,30121.880373927223,50,29098.535,50,0.03397348389189559
51,17338,35000.0,3471.782131835504,20.342754549928458,33.03346931249386,160061.48067761422,847.8689300567197,1339.5189435245868,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.2895919915117233,0.0,17338,17492.642179987968,51,20673.527,51,-0.18184132111277312
52,20882,24000.0,3864.600338942464,20.508125267666,33.97461659107934,115379.4513490609,605.4031153684202,951.4964342559496,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3096562350155541,0.0,20882,32089.31881794988,52,31022.826,52,0.03323512886407276
53,10434,5000.0,15303.698200452192,28.699893715266505,13.54533961970461,69575.39483741517,126.17688461300392,61.1944727125116,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.6819123365277208,0.0,10434,70585.84321780874,53,67482.445,53,0.04396629357720493
54,19851,20000.0,4495.605138730143,24.205585256382754,39.385963324257645,96434.5616245596,509.5788835436186,807.6491488150774,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3202748924664731,0.0,19851,36293.67759130894,54,36200.754,54,0.002560327065923702
55,7155,45000.0,15994.29788388904,27.900529151869183,14.430695018823616,671848.9542324428,1103.3135037810555,561.7717263171567,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3473883186470944,0.0,7155,33203.24942437964,55,33290.67,55,-0.0026329486461698706
56,9101,15000.0,13743.131336424856,24.376823152219742,11.468227742572136,186450.6345759499,339.67028212493784,164.4386162517717,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.4735343021934416,0.0,9101,59282.74473187845,56,58401.316,56,0.01486821046520256
57,11704,11000.0,15106.264640226193,28.14530613191793,13.133456775544005,155873.93271217018,284.3893657398681,136.54000306629237,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.501809899214257,0.0,11704,67980.99427620345,57,63414.395,57,0.06717465364509935
58,8230,13000.0,11573.904700534991,21.5397570202816,10.863596458820806,167600.2698491299,307.5084802289091,150.16833930759475,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.4872586449153785,0.0,8230,64189.17614480322,58,54914.24,58,0.14449379818538335
59,3720,7000.0,17168.62382131067,27.79166718067608,14.467349392934905,116805.86776819776,185.0941646386569,94.59905872907107,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.5849502095253055,0.0,3720,31738.15328464243,59,70037.56,59,-1.2067308665337508
60,7565,60000.0,13993.345632084927,27.500842954556948,13.617254706591876,887696.717180873,1492.9166112829798,757.2164371031283,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3247677700126385,0.0,7565,18465.97690164448,60,16747.059,60,0.09308569576632596
61,19522,7000.0,4358.546470112914,21.98801844742973,34.33705669590185,32350.493281847896,170.17075209607788,269.8913829321036,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.4154318848181404,0.0,19522,48655.00096621786,61,47467.96,61,0.024397081597882387
62,14204,62000.0,12135.871680999153,29.534476848215057,14.864792494262147,808051.5444331743,1554.3904518084305,756.794197757334,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3208399969722098,0.0,14204,9817.123167191648,62,11730.53,62,-0.19490507286700504
63,16835,6000.0,3947.4209715161824,20.99331323962461,33.71805097506226,26834.785177825648,141.13278557940805,226.3073011263828,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.4366855290503797,0.0,16835,50802.596347548206,63,49994.59,63,0.015904826955506598
64,4229,42000.0,12756.708128117987,22.16703814864172,11.49451346315946,651854.8011117484,1052.3452629766152,532.5069796267495,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3519381790760671,0.0,4229,33100.26535745489,64,34220.332,64,-0.033838601041391574
65,5422,50000.0,15609.02771685964,28.59457984962549,15.165569533414793,772338.0345500235,1258.9011251466363,639.9148167559733,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.337585780277438,0.0,5422,28016.08952396385,65,29351.838,65,-0.047677901854168675
66,15380,53000.0,12634.99199009136,25.76923813508578,12.046368541639564,677830.3653560918,1274.24520849206,618.872750603828,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3354248346586475,0.0,15380,22904.728226452386,66,22355.812,66,0.023965170903815818
67,8407,32000.0,11091.89072453415,20.772887216658305,9.86258650653992,440313.9315048589,802.8001357068706,390.66126888713774,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3738979479209041,0.0,8407,44250.0987228899,67,39500.98,67,0.10732446686459608
68,11729,36000.0,11532.106188589009,22.75413623104537,11.415592907542608,504916.1105738844,926.8611059372332,448.0857322333469,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3614327855410092,0.0,11729,38894.85846769159,68,37372.574,68,0.03913844422923131
69,15657,14000.0,14132.417799481344,25.612564441910152,12.77412271988803,203949.21850441527,367.4154742101777,178.92386674164106,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.4623070229902746,0.0,15657,65693.4165058319,69,57673.746,69,0.12207723145849725
70,14243,22000.0,11236.743961218,22.49067652493939,11.23385016194162,292838.6814338588,538.6085990947014,261.4885633193355,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.4140080860685798,0.0,14243,12162.93680065054,70,42136.42,70,-2.464329591250225
71,2571,43000.0,15293.51776018625,26.438742649012696,14.08006632531457,664603.5574348638,1085.0513633414614,552.6812028954765,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3488400089069045,0.0,2571,34312.92624306503,71,35029.215,71,-0.020875182594773358
72,3417,20000.0,17280.74023536303,28.96949029539507,14.27937614676881,301377.76146023907,491.1753492581278,249.02929919281823,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.4259068202481186,0.0,3417,65282.26137160613,72,57919.188,72,0.11278827842211708
73,4369,24000.0,15742.297910782649,24.18112478117048,11.92132973800407,356433.4653710061,571.2868839486116,292.6195210991485,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.4086355626166846,0.0,4369,55344.3898265218,73,54503.29,73,0.015197579495559532
74,13296,23000.0,13101.681851073768,24.81610407397114,11.84640360050384,332894.2095817896,611.345269004017,295.62347529091426,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.4006615156653154,0.0,13296,12450.086388042182,74,45747.496,74,-2.6744721817905353
75,21900,15000.0,3766.47265795326,20.660937870978003,33.538877061434384,71144.03106175739,372.35815933782266,594.5678399802689,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3425721555178247,0.0,21900,41768.78162592693,75,36517.53,75,0.1257218949538942
76,7774,32000.0,14026.9540420658,23.96024346907495,12.323100667761356,499794.32763508527,802.405371040876,411.3010954524206,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.374649978784992,0.0,7774,46115.09240940977,76,43503.945,76,0.05662239758142538
77,2569,41000.0,16310.409815317287,28.57491389446278,14.912664801111044,632635.8345449121,1031.0863028630424,524.0260217431538,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3530984950994066,0.0,2569,40461.42967230038,77,38300.082,77,0.053417480760202175
78,14816,42000.0,11013.035314342464,20.62978478241817,9.684430449068588,589067.1373971336,1085.5554760847103,525.4730867126873,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3482961228774798,0.0,14816,29631.57063743219,78,29466.986,78,0.005554356578698439
79,23320,13000.0,5445.733209428555,28.798353501170016,43.34947459304809,63777.83593970828,339.1809364168915,537.9480595763622,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3497926038612746,0.0,23320,45937.218235509215,79,44459.055,79,0.03217790725661754
80,19328,50000.0,2487.0680246522543,22.30094877837914,33.97029691786403,218390.5510512102,1245.830874397867,1972.0934186041293,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.2687615987465899,0.0,19328,2099.41680484594,80,2068.8425,80,0.014563223214414866
81,20653,32000.0,4010.489961921703,23.43216313035332,37.75525126003726,149934.54267113056,793.8295611952129,1249.2729630504691,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.2933898883670821,0.0,20653,22296.52619027845,81,24438.488,81,-0.09606707666889694
82,13811,64000.0,10051.918185144708,26.69039573833668,13.074268245362209,829317.4933040128,1612.0670682240004,784.6080029251588,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3182002161401241,0.0,13811,8431.82715412075,82,6542.6177,82,0.2240569503866333
83,12857,58000.0,10090.522018706974,23.384152075747508,11.865240381922318,766557.717226083,1467.6039577514528,712.4668280419843,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3249811981537776,0.0,12857,15275.15501722075,83,12444.397,83,0.1853177629354294
84,7614,30000.0,18516.857014568603,29.77442394812781,14.619872933827656,462777.4497270814,743.8066956109342,378.81920142116337,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3820868552704687,0.0,7614,55177.73697247794,84,51904.11,84,0.05932877600817141
85,3809,17000.0,16946.642845788563,26.43677623695108,12.9990851672262,265082.6963281905,423.6323946555858,215.50200864348497,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.4446915357282581,0.0,3809,61713.36998916911,85,56810.04,85,0.07945330043602637
86,22459,21000.0,4328.588338536015,23.436886932688253,37.126653974109736,101594.36621242584,531.7768904837089,834.172409584097,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3181116415647154,0.0,22459,34600.09749549564,86,35283.125,86,-0.0197406236960251
87,6356,36000.0,14593.745719245757,23.63643454463008,11.912397415070124,560136.4865277718,902.0192802836508,458.5245505597129,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3646399212676067,0.0,6356,39657.4180448868,87,42125.562,87,-0.062236640124165354
88,15791,69000.0,9041.18212257239,27.75841979852532,13.899329264582368,866041.8666278049,1726.5338402363718,837.977558821269,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3133187371487667,0.0,15791,3206.1491255068395,88,2174.214,88,0.32186120288948894
89,13390,38000.0,13251.408149888755,25.02158555660894,12.187210793229047,518287.6012105224,948.419178033612,457.9750369110705,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3596402085304465,0.0,13390,37469.79932064752,89,38559.31,89,-0.02907699781840331
90,19164,44000.0,4147.911234469139,27.837451478510715,42.5822864535414,200186.81300841348,1102.995508187823,1745.7443358204562,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.2751912360377328,0.0,19164,15577.878401317905,90,13542.6875,90,0.13064621823891792
91,2693,7000.0,17730.291478599473,27.16221651706528,13.81492655138416,119557.463167929,191.11484878884207,98.04553605609964,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.576723249816683,0.0,2693,75011.96012410302,91,70886.79,91,0.05499351109847226
92,13041,5000.0,11536.302946030595,20.0288001001173,9.91325531196371,69177.41752486207,125.3589705246143,60.62437686921576,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.6845467859093172,0.0,13041,68182.32339243453,92,65879.44,92,0.03377540948817319
93,18045,31000.0,4439.557633741729,25.45107752952373,40.01982897136626,146731.8910268084,773.8286773963521,1223.8696857667971,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.2947142057554989,0.0,18045,28751.03309337879,93,27390.281,93,0.047328798202112804
94,21576,7000.0,4490.878508496521,23.37513854776844,36.95906034567857,32741.96797245829,170.74155565966933,268.06348011259126,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.4161422414647794,0.0,21576,48763.76057382952,94,46958.984,94,0.03701060331672005
95,23579,35000.0,3994.857079193794,23.4648408442304,37.28151712309042,162091.60280970664,863.9152076422891,1367.1788867571304,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.2883991829260065,0.0,23579,19380.42454996623,95,21315.537,95,-0.09984882190891653
96,61,61000.0,13319.133950594813,26.89944824923001,14.347016140497052,897689.3911227864,1516.712148602239,774.3086333793166,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3232841301348909,0.0,61,16461.336939120825,96,15568.165,96,0.054258770315045154
97,6608,51000.0,14039.326310859891,24.511894528166756,12.639286516876425,769589.3929819837,1260.120246887957,642.2489851016381,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.337269734360824,0.0,6608,25806.811892866663,97,26679.209,97,-0.03380491535064349
98,9579,19000.0,15635.76051216434,28.949100987130254,13.612374152535937,264837.81560762314,484.0013789757622,233.3868344807668,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.4270888894371195,0.0,9579,17461.169770927256,98,56353.53,98,-2.2273628851503577
99,963,15000.0,16240.820336053468,24.95727415977937,12.055573486354152,238335.63843925865,374.8940240448654,187.5000218232552,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.4633243245034699,0.0,963,63497.53706368984,99,60650.957,99,0.044829770792285
100,1000,52000.0,13951.449799772954,24.95324886310334,12.756857553088157,794386.2822422903,1292.1590343839084,656.2326749131912,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3357554788170869,0.0,1000,21985.55051409948,100,26008.006,100,-0.18295904588315373
101,20982,45000.0,2832.13269242329,20.22110664283047,32.190371680623144,203512.6784392876,1117.088419764848,1772.6963231117245,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.2745422848560632,0.0,20982,8650.20371113329,101,7367.6416,101,0.14826958443996666
102,15831,29000.0,5608.791353877719,29.94138231598837,48.53137445550417,138380.8672999726,722.958380606601,1133.4325508494785,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.2991351148351291,0.0,15831,30465.28007874274,102,30969.879,102,-0.016563078566914118
103,16761,11000.0,4714.549432962178,24.58937922262492,37.78296735607098,52972.74846955128,277.92142913903194,441.08691046168906,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3667813535596868,0.0,16761,45469.239523622455,103,47626.234,103,-0.04743855129261465
