,index,time,rpm,temp,power,cum_rpm,cum_temp,cum_power,RpmSpec,PowerSpec,DiameterSpec,ThicknessSpec,QSpec,PSpec,LifeSpec,cumurated_life_impact_factor,death,index,defect,index,defect_pred,index,defference_rate
16,16517,4000.0,5611.1094410944,29.93457870395893,48.3603724036326,20495.987524432745,108.4135913368792,171.93236155333426,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.4729011255788195,0.0,16517,0.0,16,0.09606018,16,-0.09606017917394638
17,8493,39000.0,11685.219809012808,22.37682772783672,11.413101253194489,540496.7308098198,995.2847385926592,482.1299912958595,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3552757615861114,0.0,8493,0.0,17,0.010985391,17,-0.010985391214489937
18,10669,3000.0,11303.33969785646,20.598709022874164,9.6517663311113,34338.35340785889,61.492730510879866,30.15713049024041,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.999676045007188,0.0,10669,0.0,18,0.20455459,18,-0.20455458760261536
19,12175,8000.0,13178.284055486232,24.414010312916684,12.128626797685166,106319.7922183356,190.542951135506,94.4937283663936,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.5740235473270178,0.0,12175,0.0,19,0.105989784,19,-0.10598978400230408
20,10240,48000.0,13092.472084786848,25.508228971894415,12.958114677508217,627653.3090672618,1172.0480923284142,566.169635283421,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.342110509788367,0.0,10240,0.0,20,0.010931252,20,-0.01093125157058239
21,6932,59000.0,9375.04696916134,20.59371592999124,10.53748886611102,863682.2188223862,1453.0232290473866,739.8327704688759,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3264528890380071,0.0,6932,0.0,21,0.00967887,21,-0.009678870439529419
22,1378,35000.0,14731.934445109702,23.156543300503195,12.332506210554737,533473.8283059935,854.614485214226,434.11721595790544,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3695736380963155,0.0,1378,0.0,22,0.008914493,22,-0.008914493024349213
23,14911,58000.0,8469.571892265101,20.556624169800777,9.87440079890254,761365.0528432485,1451.830180046455,705.0334636542729,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3258041003114372,0.0,14911,0.0,23,0.008862419,23,-0.008862419053912163
24,10672,6000.0,14971.973362435736,26.145413296063467,12.4289216397622,80862.96246267541,144.17119028427152,70.61478569706891,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.6435423430933029,0.0,10672,0.0,24,0.11491495,24,-0.11491495370864868
25,5376,4000.0,15507.06208380254,25.313633969478413,12.50484638765924,66321.36869540217,106.94279419248632,52.2608689109818,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.7482221792944432,0.0,5376,0.0,25,0.1046159,25,-0.10461589694023132
26,16058,19000.0,5245.024800593154,27.61815381581136,42.42228671621282,93531.4612812577,490.1824488208104,782.3218415401905,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3227613547928301,0.0,16058,0.0,26,0.07831582,26,-0.07831581681966782
27,3856,64000.0,9447.86768284096,21.72147122792045,11.499397657108473,936152.30795428,1594.1848080879272,807.2055750273078,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3201178481609134,0.0,3856,0.0,27,0.00967887,27,-0.009678870439529419
28,22860,27000.0,3820.674459578757,20.14243580145665,30.982512702344195,130081.58878302532,685.7179209219305,1078.6304231508043,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3019405493619627,0.0,22860,0.0,28,0.022172207,28,-0.02217220701277256
29,1380,37000.0,17552.79509529676,28.14392288813174,14.50184311607532,567096.8405667107,909.2670317026468,461.64039459386015,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3641439625252315,0.0,1380,0.0,29,0.009423985,29,-0.00942398514598608
30,8961,33000.0,14686.04828820144,27.12659516615169,13.792707525676326,438923.2585924869,804.0157079750338,388.4308313626951,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3740577582460172,0.0,8961,0.0,30,0.039381687,30,-0.039381686598062515
31,1878,61000.0,8636.333038038198,20.305375881586546,10.867482811699505,888401.6492253636,1496.528157281611,760.6765256179822,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3244667148402275,0.0,1878,0.0,31,0.00967887,31,-0.009678870439529419
32,258,21000.0,17329.34266384202,28.46118496831649,13.97589226542812,323522.7934103816,515.8056082679824,262.2961058023696,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.4208177779073405,0.0,258,1.0,32,0.09842918,32,0.9015708193182945
33,18750,25000.0,5272.098755411573,29.516368395049856,48.20860230443721,124824.70698317607,661.6916811946422,1046.6125424048494,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3037398271144413,0.0,18750,0.0,33,0.057199743,33,-0.05719974264502525
34,8593,60000.0,10262.569307602274,23.990121675244467,11.345122293808227,782419.240810098,1501.7532435058022,729.0217402729405,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3233505012560778,0.0,8593,0.0,34,0.010985391,34,-0.010985391214489937
35,9561,1000.0,14934.084196808126,27.649417769175077,12.847791676378108,14934.084196808126,27.649417769175077,12.847791676378108,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,2.157845636694208,0.0,9561,1.0,35,0.08581922,35,0.9141807779669762
36,9384,61000.0,8889.506287012533,22.65908581735925,10.810550021749467,772303.6541495455,1495.290228049206,724.9325014950703,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3235063929799632,0.0,9384,0.0,36,0.010985391,36,-0.010985391214489937
37,22361,2000.0,4053.975008230407,20.324215372367608,32.75254067364137,9633.923957643068,48.9868088323598,78.8909599517526,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.6268787624814051,0.0,22361,1.0,37,0.04976648,37,0.950233519077301
38,9099,13000.0,13825.243655318727,24.26651321107708,11.472263133235442,159444.87047829127,292.23312199657414,141.5628415129135,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.4961859591660227,0.0,9099,0.0,38,0.11199701,38,-0.11199700832366943
39,8225,8000.0,14100.969789655894,26.4714065319622,13.300776005285163,103738.06815093,189.5868441509109,92.41741388279992,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.5761719711149265,0.0,8225,0.0,39,0.11792797,39,-0.11792796850204468
40,18259,8000.0,5484.371121469054,27.361322099540992,44.12432961644851,38747.18619077541,199.8610033488713,314.6776446662299,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3992854596051114,0.0,18259,0.0,40,0.08942989,40,-0.08942989259958267
41,714,3000.0,16594.227485244,25.99727036590329,13.221859907777269,46583.53757488736,73.11320202717904,37.13309035309653,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.9093879765541713,0.0,714,0.0,41,0.088133,41,-0.08813299983739853
42,1208,23000.0,14540.640594769804,22.49595791604547,12.023127329270505,368409.3623980768,586.6252875318612,296.0385534544656,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.4070760028005461,0.0,1208,0.0,42,0.09991543,42,-0.09991542994976044
43,9989,34000.0,12189.50476149614,22.926186457798465,10.88145536072692,463755.8913770704,852.1069048095716,415.1478683709253,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3682492306684354,0.0,9989,0.0,43,0.007839037,43,-0.007839037105441093
44,6843,49000.0,11023.52048593209,20.89750555823065,10.760148365632856,759221.6575497023,1241.2695595802068,630.4943050994856,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3385970526063817,0.0,6843,0.0,44,0.00967887,44,-0.009678870439529419
45,18096,3000.0,5637.781114560353,28.261343679314614,43.342964430029454,14566.459624772431,75.46190774564946,118.70432707261972,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.5346114607340717,0.0,18096,0.0,45,0.09606018,45,-0.09606017917394638
46,14881,28000.0,13704.009530219211,24.770472477422786,11.834942332646412,383044.1891349179,701.7144017229087,340.6439250299448,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3865725420783532,0.0,14881,0.0,46,0.060053222,46,-0.06005322188138962
47,4057,28000.0,17798.793754626593,27.48711154648506,13.303773739279697,437536.1272191296,702.5692950272693,357.2101688120921,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3877312496168177,0.0,4057,0.0,47,0.027050223,47,-0.02705022320151329
48,15978,18000.0,4652.222484570059,26.15472513820494,39.22669236864012,89990.50013510986,478.98440582508726,763.2456767881378,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3240558944931253,0.0,15978,1.0,48,0.09461354,48,0.9053864628076553
49,6987,35000.0,13253.362081677811,22.375695933378644,11.33749135315234,535328.811922663,853.7473408402482,431.2284236760856,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3701336995067826,0.0,6987,0.0,49,0.016830692,49,-0.016830692067742348
50,19935,25000.0,3713.4208640005054,20.281465651179374,32.21660327353624,120556.26344430917,635.4532778778652,998.22740982726,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3065868756375337,0.0,19935,0.0,50,0.009915555,50,-0.009915554895997047
51,17338,35000.0,3471.782131835504,20.342754549928458,33.03346931249386,160061.48067761422,847.8689300567197,1339.5189435245868,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.2895919915117233,0.0,17338,0.0,51,0.008862419,51,-0.008862419053912163
52,20882,24000.0,3864.600338942464,20.508125267666,33.97461659107934,115379.4513490609,605.4031153684202,951.4964342559496,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3096562350155541,0.0,20882,0.0,52,0.028995428,52,-0.02899542823433876
53,10434,5000.0,15303.698200452192,28.699893715266505,13.54533961970461,69575.39483741517,126.17688461300392,61.1944727125116,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.6819123365277208,0.0,10434,0.0,53,0.11491495,53,-0.11491495370864868
54,19851,20000.0,4495.605138730143,24.205585256382754,39.385963324257645,96434.5616245596,509.5788835436186,807.6491488150774,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3202748924664731,0.0,19851,0.0,54,0.07969868,54,-0.07969868183135986
55,7155,45000.0,15994.29788388904,27.900529151869183,14.430695018823616,671848.9542324428,1103.3135037810555,561.7717263171567,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3473883186470944,0.0,7155,0.0,55,0.010624118,55,-0.010624118149280548
56,9101,15000.0,13743.131336424856,24.376823152219742,11.468227742572136,186450.6345759499,339.67028212493784,164.4386162517717,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.4735343021934416,0.0,9101,0.0,56,0.11199701,56,-0.11199700832366943
57,11704,11000.0,15106.264640226193,28.14530613191793,13.133456775544005,155873.93271217018,284.3893657398681,136.54000306629237,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.501809899214257,0.0,11704,0.0,57,0.11516911,57,-0.11516910791397095
58,8230,13000.0,11573.904700534991,21.5397570202816,10.863596458820806,167600.2698491299,307.5084802289091,150.16833930759475,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.4872586449153785,0.0,8230,0.0,58,0.13606316,58,-0.13606315851211548
59,3720,7000.0,17168.62382131067,27.79166718067608,14.467349392934905,116805.86776819776,185.0941646386569,94.59905872907107,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.5849502095253055,0.0,3720,1.0,59,0.108283356,59,0.8917166441679001
60,7565,60000.0,13993.345632084927,27.500842954556948,13.617254706591876,887696.717180873,1492.9166112829798,757.2164371031283,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3247677700126385,0.0,7565,0.0,60,0.0119799515,60,-0.011979951523244381
61,19522,7000.0,4358.546470112914,21.98801844742973,34.33705669590185,32350.493281847896,170.17075209607788,269.8913829321036,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.4154318848181404,0.0,19522,0.0,61,0.083364345,61,-0.0833643451333046
62,14204,62000.0,12135.871680999153,29.534476848215057,14.864792494262147,808051.5444331743,1554.3904518084305,756.794197757334,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3208399969722098,0.0,14204,0.0,62,0.01121764,62,-0.011217639781534672
63,16835,6000.0,3947.4209715161824,20.99331323962461,33.71805097506226,26834.785177825648,141.13278557940805,226.3073011263828,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.4366855290503797,0.0,16835,0.0,63,0.07908297,63,-0.07908297330141068
64,4229,42000.0,12756.708128117987,22.16703814864172,11.49451346315946,651854.8011117484,1052.3452629766152,532.5069796267495,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3519381790760671,0.0,4229,0.0,64,0.011221521,64,-0.011221520602703094
65,5422,50000.0,15609.02771685964,28.59457984962549,15.165569533414793,772338.0345500235,1258.9011251466363,639.9148167559733,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.337585780277438,0.0,5422,0.0,65,0.010624118,65,-0.010624118149280548
66,15380,53000.0,12634.99199009136,25.76923813508578,12.046368541639564,677830.3653560918,1274.24520849206,618.872750603828,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3354248346586475,0.0,15380,0.0,66,0.010985391,66,-0.010985391214489937
67,8407,32000.0,11091.89072453415,20.772887216658305,9.86258650653992,440313.9315048589,802.8001357068706,390.66126888713774,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3738979479209041,0.0,8407,0.0,67,0.04910457,67,-0.04910457134246826
68,11729,36000.0,11532.106188589009,22.75413623104537,11.415592907542608,504916.1105738844,926.8611059372332,448.0857322333469,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3614327855410092,0.0,11729,0.0,68,0.010985391,68,-0.010985391214489937
69,15657,14000.0,14132.417799481344,25.612564441910152,12.77412271988803,203949.21850441527,367.4154742101777,178.92386674164106,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.4623070229902746,0.0,15657,0.0,69,0.116415694,69,-0.11641569435596466
70,14243,22000.0,11236.743961218,22.49067652493939,11.23385016194162,292838.6814338588,538.6085990947014,261.4885633193355,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.4140080860685798,0.0,14243,1.0,70,0.21152675,70,0.7884732484817505
71,2571,43000.0,15293.51776018625,26.438742649012696,14.08006632531457,664603.5574348638,1085.0513633414614,552.6812028954765,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3488400089069045,0.0,2571,0.0,71,0.010624118,71,-0.010624118149280548
72,3417,20000.0,17280.74023536303,28.96949029539507,14.27937614676881,301377.76146023907,491.1753492581278,249.02929919281823,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.4259068202481186,0.0,3417,0.0,72,0.09842918,72,-0.09842918068170547
73,4369,24000.0,15742.297910782649,24.18112478117048,11.92132973800407,356433.4653710061,571.2868839486116,292.6195210991485,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.4086355626166846,0.0,4369,0.0,73,0.08518779,73,-0.08518779277801514
74,13296,23000.0,13101.681851073768,24.81610407397114,11.84640360050384,332894.2095817896,611.345269004017,295.62347529091426,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.4006615156653154,0.0,13296,1.0,74,0.093981706,74,0.9060182943940163
75,21900,15000.0,3766.47265795326,20.660937870978003,33.538877061434384,71144.03106175739,372.35815933782266,594.5678399802689,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3425721555178247,0.0,21900,0.0,75,0.067156166,75,-0.06715616583824158
76,7774,32000.0,14026.9540420658,23.96024346907495,12.323100667761356,499794.32763508527,802.405371040876,411.3010954524206,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.374649978784992,0.0,7774,0.0,76,0.034763087,76,-0.03476308658719063
77,2569,41000.0,16310.409815317287,28.57491389446278,14.912664801111044,632635.8345449121,1031.0863028630424,524.0260217431538,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3530984950994066,0.0,2569,0.0,77,0.010021303,77,-0.010021302849054337
78,14816,42000.0,11013.035314342464,20.62978478241817,9.684430449068588,589067.1373971336,1085.5554760847103,525.4730867126873,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3482961228774798,0.0,14816,0.0,78,0.008862419,78,-0.008862419053912163
79,23320,13000.0,5445.733209428555,28.798353501170016,43.34947459304809,63777.83593970828,339.1809364168915,537.9480595763622,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3497926038612746,0.0,23320,0.0,79,0.0778928,79,-0.07789280265569687
80,19328,50000.0,2487.0680246522543,22.30094877837914,33.97029691786403,218390.5510512102,1245.830874397867,1972.0934186041293,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.2687615987465899,0.0,19328,0.0,80,0.010405069,80,-0.010405069217085838
81,20653,32000.0,4010.489961921703,23.43216313035332,37.75525126003726,149934.54267113056,793.8295611952129,1249.2729630504691,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.2933898883670821,0.0,20653,0.0,81,0.012094544,81,-0.012094544246792793
82,13811,64000.0,10051.918185144708,26.69039573833668,13.074268245362209,829317.4933040128,1612.0670682240004,784.6080029251588,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3182002161401241,0.0,13811,0.0,82,0.01121764,82,-0.011217639781534672
83,12857,58000.0,10090.522018706974,23.384152075747508,11.865240381922318,766557.717226083,1467.6039577514528,712.4668280419843,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3249811981537776,0.0,12857,0.0,83,0.010985391,83,-0.010985391214489937
84,7614,30000.0,18516.857014568603,29.77442394812781,14.619872933827656,462777.4497270814,743.8066956109342,378.81920142116337,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3820868552704687,0.0,7614,0.0,84,0.0287382,84,-0.028738200664520264
85,3809,17000.0,16946.642845788563,26.43677623695108,12.9990851672262,265082.6963281905,423.6323946555858,215.50200864348497,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.4446915357282581,0.0,3809,0.0,85,0.08990798,85,-0.08990798145532608
86,22459,21000.0,4328.588338536015,23.436886932688253,37.126653974109736,101594.36621242584,531.7768904837089,834.172409584097,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3181116415647154,0.0,22459,0.0,86,0.14534505,86,-0.1453450471162796
87,6356,36000.0,14593.745719245757,23.63643454463008,11.912397415070124,560136.4865277718,902.0192802836508,458.5245505597129,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3646399212676067,0.0,6356,0.0,87,0.010391302,87,-0.010391302406787872
88,15791,69000.0,9041.18212257239,27.75841979852532,13.899329264582368,866041.8666278049,1726.5338402363718,837.977558821269,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3133187371487667,0.0,15791,0.0,88,0.01121764,88,-0.011217639781534672
89,13390,38000.0,13251.408149888755,25.02158555660894,12.187210793229047,518287.6012105224,948.419178033612,457.9750369110705,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3596402085304465,0.0,13390,0.0,89,0.010931252,89,-0.01093125157058239
90,19164,44000.0,4147.911234469139,27.837451478510715,42.5822864535414,200186.81300841348,1102.995508187823,1745.7443358204562,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.2751912360377328,0.0,19164,0.0,90,0.010993985,90,-0.010993985459208488
91,2693,7000.0,17730.291478599473,27.16221651706528,13.81492655138416,119557.463167929,191.11484878884207,98.04553605609964,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.576723249816683,0.0,2693,0.0,91,0.10431268,91,-0.10431268066167831
92,13041,5000.0,11536.302946030595,20.0288001001173,9.91325531196371,69177.41752486207,125.3589705246143,60.62437686921576,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.6845467859093172,0.0,13041,0.0,92,0.0794103,92,-0.07941029965877533
93,18045,31000.0,4439.557633741729,25.45107752952373,40.01982897136626,146731.8910268084,773.8286773963521,1223.8696857667971,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.2947142057554989,0.0,18045,0.0,93,0.0115324315,93,-0.011532431468367577
94,21576,7000.0,4490.878508496521,23.37513854776844,36.95906034567857,32741.96797245829,170.74155565966933,268.06348011259126,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.4161422414647794,0.0,21576,0.0,94,0.09381628,94,-0.09381628036499023
95,23579,35000.0,3994.857079193794,23.4648408442304,37.28151712309042,162091.60280970664,863.9152076422891,1367.1788867571304,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.2883991829260065,0.0,23579,0.0,95,0.010985391,95,-0.010985391214489937
96,61,61000.0,13319.133950594813,26.89944824923001,14.347016140497052,897689.3911227864,1516.712148602239,774.3086333793166,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3232841301348909,0.0,61,0.0,96,0.0119799515,96,-0.011979951523244381
97,6608,51000.0,14039.326310859891,24.511894528166756,12.639286516876425,769589.3929819837,1260.120246887957,642.2489851016381,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.337269734360824,0.0,6608,0.0,97,0.011747703,97,-0.011747702956199646
98,9579,19000.0,15635.76051216434,28.949100987130254,13.612374152535937,264837.81560762314,484.0013789757622,233.3868344807668,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.4270888894371195,0.0,9579,1.0,98,0.118490405,98,0.8815095946192741
99,963,15000.0,16240.820336053468,24.95727415977937,12.055573486354152,238335.63843925865,374.8940240448654,187.5000218232552,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.4633243245034699,0.0,963,0.0,99,0.100105315,99,-0.10010531544685364
100,1000,52000.0,13951.449799772954,24.95324886310334,12.756857553088157,794386.2822422903,1292.1590343839084,656.2326749131912,25000.0,20.16,40.0,28.0,0.83,1100.0,40000.0,0.3357554788170869,0.0,1000,0.0,100,0.011747703,100,-0.011747702956199646
101,20982,45000.0,2832.13269242329,20.22110664283047,32.190371680623144,203512.6784392876,1117.088419764848,1772.6963231117245,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.2745422848560632,0.0,20982,0.0,101,0.008862419,101,-0.008862419053912163
102,15831,29000.0,5608.791353877719,29.94138231598837,48.53137445550417,138380.8672999726,722.958380606601,1133.4325508494785,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.2991351148351291,0.0,15831,0.0,102,0.01293877,102,-0.012938770465552807
103,16761,11000.0,4714.549432962178,24.58937922262492,37.78296735607098,52972.74846955128,277.92142913903194,441.08691046168906,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3667813535596868,0.0,16761,0.0,103,0.061559927,103,-0.061559926718473434
104,19692,19000.0,5680.57846837461,28.959596571900438,46.93722114017485,89542.96496728447,471.83271865186913,743.5498007729234,7650.0,62.400000000000006,120.0,38.0,7.49,532.5,40000.0,0.3258302894387314,0.0,19692,0.0,104,0.07057219,104,-0.07057218998670578
105,13489,58000.0,10114.85438802168,23.458713201048376,11.024460213995262,773441.5357168898,1477.9656477142328,721.3082095626647,22000.0,19.2,40.0,56.0,0.9,1045.0,40000.0,0.3242992776039544,0.0,13489,0.0,105,0.010985391,105,-0.010985391214489937
